https://link.coupang.com/a/KTNb9,디카운티 추석선물 세트 한과 선물세트 유과 설 선물세트 특대 단체 선물 추천 5종택1,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/38a3/a3568213cb8bd9540b1d1c21b574569c35e48949271c4b07632a943e7004.jpg,31%,155000,105800,none
https://link.coupang.com/a/KTNhb,감칠맛 상주 자연 그대로 곶감 세트 1호 (냉동),https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2964958354142273-0c946fe3-172f-4de5-a6ed-060077d889f6.jpg,30%,31400,24900,http://image7.coupangcdn.com/image/mobile_app/v3/brandsdp/loyalty/pc/rocket-fresh@2x.png
https://link.coupang.com/a/KTNnB,미인화이바 차 3종 + 전통한과 선물세트 B형 950g + 보자기,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/510843043309894-b09d79b0-06ea-4119-87a9-e2e408bc968e.jpg,5%,43980,41350,http://image10.coupangcdn.com/image/badges/rocket/rocket_logo.png
https://link.coupang.com/a/KTNtX,오설록 시크릿 티스토리 차 선물세트,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2877117105679056-d6a5f68b-8142-4766-9cdf-82aa517b1ed6.jpg,40%,45000,26990,http://image7.coupangcdn.com/image/mobile_app/v3/brandsdp/loyalty/pc/rocket-fresh@2x.png
https://link.coupang.com/a/KTNCT,힐링식탁 건강채움 5종 세트 2호,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6509379648872351-9c233ee8-e94b-408b-a848-61604c56fc65.jpg,37%,23900,19900,http://image10.coupangcdn.com/image/badges/rocket/rocket_logo.png
https://link.coupang.com/a/KTNHT,힐링식탁 건강채움 5종 세트 2호,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/6509379648872351-9c233ee8-e94b-408b-a848-61604c56fc65.jpg,37%,23900,19900,http://image10.coupangcdn.com/image/badges/rocket/rocket_logo.png
https://link.coupang.com/a/KTNNp,싱싱창고 곶감 완주 대둔산 프리미엄 반건시 흑곶감 6종 명절 설날 선물 세트,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1e6b/fce6e667be75ec8c1fe3717e93acdeb1e1fe57d85eb7351147b220572254.jpg,14%,69000,59000,none
https://link.coupang.com/a/KTNUt,싱싱창고 곶감 완주 대둔산 프리미엄 반건시 흑곶감 6종 명절 설날 선물 세트,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/58e9/1a2c63a6e2892b18dc2d9f2fc1c426d67d166c4278336c4ab90b029072a9.jpg,16%,59000,49000,none
https://link.coupang.com/a/KTN04,싱싱창고 곶감 완주 대둔산 프리미엄 반건시 흑곶감 6종 명절 설날 선물 세트,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/58e9/1a2c63a6e2892b18dc2d9f2fc1c426d67d166c4278336c4ab90b029072a9.jpg,16%,59000,49000,none
https://link.coupang.com/a/KTObk,설감 프리미엄 왕 반건시 선물세트 2호,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/10461159115975714-3b040ee6-444a-4e15-bd6d-f1517beb282f.jpg,25%,39900,31900,http://image7.coupangcdn.com/image/mobile_app/v3/brandsdp/loyalty/pc/rocket-fresh@2x.png
https://link.coupang.com/a/KTOh4,카페베네 홈카페 과일청 세트,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/1259128298138328-3a3db6b2-f50c-406a-b901-a4ae104689b3.jpg,3%,15040,14440,http://image10.coupangcdn.com/image/badges/rocket/rocket_logo.png
https://link.coupang.com/a/KTOnG,도라지정과 25g x 4개 + 말랭이 40g + 청 270g 세트,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/07/27/17/9/6d43f069-e868-4269-9352-72e79c4bac99.jpg,27%,46000,36900,http://image7.coupangcdn.com/image/mobile_app/v3/brandsdp/loyalty/pc/rocket-fresh@2x.png
https://link.coupang.com/a/KTOvm,도라지정과 25g x 4개 + 말랭이 40g + 청 270g 세트,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2022/07/27/17/9/6d43f069-e868-4269-9352-72e79c4bac99.jpg,27%,46000,36900,http://image7.coupangcdn.com/image/mobile_app/v3/brandsdp/loyalty/pc/rocket-fresh@2x.png
https://link.coupang.com/a/KTOB9,성진본고기 한우 보신 세트 (냉동),https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2458918194216665-6644cdc0-47ff-4084-97c0-f6ddf7cafd69.jpg,24%,89000,69000,http://image7.coupangcdn.com/image/mobile_app/v3/brandsdp/loyalty/pc/rocket-fresh@2x.png
https://link.coupang.com/a/KTOIT,오설록 블루밍 티 선물 세트,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8062473714104954-403f1de3-9cd8-40ac-a4e9-ce14880ee76e.jpg,11%,30500,27000,http://image7.coupangcdn.com/image/mobile_app/v3/brandsdp/loyalty/pc/rocket-fresh@2x.png
https://link.coupang.com/a/KTOPZ,정원삼 6년근 고려홍삼정 365 스틱,https://thumbnail6.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2619635320719968-c2257587-23bb-4521-9ab5-9d803e96f103.jpg,26%,109000,79900,http://image10.coupangcdn.com/image/badges/rocket/rocket_logo.png
https://link.coupang.com/a/KTOWa,LG생활건강 23년 설 선물세트 엘지생활건강 월드트레블에디션 X 6개,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/5e62/53b5c8902338bb4cbdddd9ed53381b47441f198568528fdc65ff74abe196.jpg,33%,119400,79260,none
https://link.coupang.com/a/KTO3i,복음자리 대상 10호 선물세트,https://thumbnail10.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/11579986292223495-384e178a-35ed-4ea0-ba92-340ebf1b4bd1.jpg,3%,33000,32000,http://image10.coupangcdn.com/image/badges/rocket/rocket_logo.png
https://link.coupang.com/a/KTPaP,대상웰라이프 완전균형영양식 뉴케어 구수한맛,https://thumbnail7.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/8322904755980466-07cd4d49-91e8-4dd0-ab4d-f9a85b677583.jpg,36%,60000,38000,http://image10.coupangcdn.com/image/badges/rocket/rocket_logo.png
https://link.coupang.com/a/KTPfV,도라지정과 550g 2호 기업단체선물 설선물 명절선물 남자친구부모님선물 신부이바지음식 선물세트 설 설날 명절 상견례 결혼 답례품 도라지대추정과,https://thumbnail9.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2b53/bd77b8c4091c30d9842652930bdd230c95784be38b9c6bd594c409aeada9.jpg,31%,50000,43000,none
